question_concept_id,response_concept_id
319397722,805449318
319397722,132232896
129677435,353358909
719293094,127455035
781288845,838317013
258291510,428999623
175995366,127455035
643099118,248303092
864290328,998679771
864290328,638092100
645361463,347968905
882838859,127455035
524914900,486319890
891825638,299561721
444759994,484055234
755923078,838317013
521073718,299561721
142164107,104430631
816891201,127455035
562595294,127455035
268240612,746038746
446121108,998679771
446121108,638092100
822964046,248303092
878281875,998679771
878281875,638092100
989594002,248303092
596004621,248303092
586306068,248303092
101170268,151488193
515023660,353358909
490043229,178420302
355689185,805449318
355689185,132232896
420155119,299561721
906155105,353358909
265469878,838317013
338467033,353358909
726847824,198347104
481662464,648665281
242987943,549638643
242987943,290010251
228752045,594557208
254739443,637900673
254739443,522395860
254739443,647504893
294629316,402048066
164707243,950039557
771426895,950039557
843593800,950039557
175385712,950039557
772143730,756073829
772143730,424768954
602102163,950039557
663253668,353358909
104676242,353358909
863593410,646918928
146319128,648960871
910501158,132099255
467751479,132099255
795761911,235613392
662762705,649327523
466473224,522395860
857219333,858866416
394410256,300633065
394410256,834817071
352986465,259218831
869829679,235762633
593146348,353358909
135207939,104430631
768802173,270752953
150560299,270752953
548863580,104430631
124320444,353358909
958419506,178420302
396924473,178420302
725408440,178420302
539909957,354856090
539909957,311981718
505863509,901693169
505863509,519767819
505863509,388690303
651233069,178420302
250486386,178420302
533281093,178420302
726654963,123108471
352237976,354856090
352237976,311981718
195367894,807835037
292827049,901693169
292827049,519767819
292827049,388690303
934184033,178420302
313246521,254061941
441498892,178420302
508187475,807835037
665978055,807835037
933017499,354856090
933017499,311981718
502877419,123108471
443279888,178420302
268661616,310284905
494698740,178420302
745985679,123108471
318621931,495970180
542086156,463122075
542086156,404651070
206484262,463122075
206484262,404651070
697751634,495970180
211515619,354856090
211515619,311981718
154170916,178420302
940253045,178420302
277745320,724624086
277745320,142631891
825109070,354856090
825109070,311981718
592289305,807835037
535386940,178420302
927932321,123108471
710449106,991158851
512143997,580377720
982650994,580377720
117943804,178420302
696017690,104430631
663869343,580377720
275978701,580377720
153567535,178420302
484550481,353358909
195803565,580377720
515135035,178420302
773680071,104430631
494968690,171498611
690973619,427169173
426743354,901693169
426743354,519767819
426743354,388690303
809682067,317718701
809682067,151001809
598478268,178420302
256150169,123108471
580265128,901693169
580265128,519767819
580265128,388690303
823509509,178420302
175758099,123108471
771505558,178420302
934555632,901693169
934555632,519767819
934555632,388690303
524305502,495970180
149476435,178420302
526578016,254061941
274203387,178420302
470329758,123108471
322665488,901693169
322665488,519767819
322665488,388690303
774917669,178420302
167987013,310284905
953722451,123108471
340877879,317718701
340877879,151001809
725859556,254061941
728256340,901693169
728256340,519767819
728256340,388690303
976597527,310284905
274257975,178420302
603945794,807835037
277312204,724624086
277312204,142631891
311724055,178420302
304685106,807835037
627243012,178420302
201989756,317718701
201989756,151001809
741541853,807835037
491337167,178420302
321932473,178420302
978628128,463122075
978628128,404651070
418408426,901693169
418408426,519767819
418408426,388690303
665593888,178420302
465315864,254061941
285545471,198347104
863839736,353358909
531671855,104430631
525375987,104430631
961178879,198347104
138116092,198347104
393682471,594557208
393682471,693256778
393682471,703370365
364303962,706062016
284545617,198347104
213152981,252853790
871276836,353358909
767755239,353358909
626380300,104430631
583216333,998679771
583216333,638092100
614443767,248303092
978362655,104430631
175003260,104430631
648051649,104430631
306356124,127455035
303089793,428999623
654108399,127455035
510872569,334390252
510872569,300863887
635780118,104430631
443596662,353358909
593010802,248303092
453004768,127455035
511991969,998679771
511991969,638092100
242761203,998679771
242761203,638092100
569993305,428999623
662584384,127455035
155199731,614087017
181422361,614087017
333362587,746635399
846844103,353358909
659799855,127455035
100591237,127455035
823402922,127455035
289302451,998679771
289302451,638092100
419151253,428999623
116442173,353358909
116882225,248303092
478513687,248303092
861097935,127455035
109431893,998679771
109431893,638092100
335218615,559049897
335218615,500554958
450075248,104430631
779421821,104430631
925663113,104430631
572643998,353358909
935326619,428999623
462009573,127455035
897920852,998679771
897920852,638092100
702555988,248303092
686494153,428999623
480127323,248303092
638833327,353358909
279026426,353358909
265423096,428999623
185533250,428999623
330492115,127455035
230528407,353358909
107428524,104430631
949549557,428999623
333852852,614087017
849811593,897038099
619765650,591670915
798452445,353358909
366980310,353358909
366980310,178420302
498462481,353358909
451163824,111520945
367747257,353358909
679368947,353358909
896163801,353358909
810340693,353358909
657566099,104430631
782396371,104430631
179406442,104430631
215996690,724612102
469675296,244354126
238135048,178780048
110872086,707601969
966214244,948148236
605818246,948148236
518602598,948148236
994153376,232063618
994153376,692824372
590361055,232063618
590361055,692824372
273371161,353358909
580629349,770236544
580629349,586272115
636367178,931688701
424718457,104430631
516899143,232063618
516899143,692824372
144819886,948148236
350251057,138752522
877878167,104430631
390351864,104430631
353467497,858624942
762727133,104430631
463302301,353358909
766370065,138332277
921972241,138332277
526973271,648960871
460873842,693256778
460873842,735330419
460873842,850675416
430060900,693256778
430060900,735330419
430060900,850675416
724589244,194129782
724589244,922737557
957305523,178420302
215662651,353358909
515798638,353358909
132115595,104430631
115959973,353358909
985034149,104430631
554920493,104430631
260186214,238237869
217279879,353358909
299631230,104430631
124830305,242016061
972944307,104430631
586132480,687057737
886084185,773860876
886084185,551201830
814873539,117258272
945546878,948464607
472709337,104430631
890945599,138752522
956625094,940801246
800057241,104430631
943119849,117258272
482763096,588529567
925993577,353358909
667908442,668770150
319440312,760340155
525947037,847965227
147133250,760340155
424798529,294020322
203400623,147016867
366239843,847965227
842768118,760340155
502004518,924690260
393920480,147016867
224157985,807835037
429157727,970716952
852697610,669023414
852697610,178420302
859197222,934779560
529358901,786431761
988661374,461386928
619830872,236949684
619830872,506053626
619830872,178420302
226488112,729845236
900561740,236949684
900561740,506053626
900561740,178420302
729390410,729845236
869938650,786431761
833553697,461386928
689280509,461386928
822995885,461386928
677043723,786431761
702922820,786431761
236655642,236949684
236655642,506053626
236655642,119809731
236655642,178420302
584375130,729845236
221189280,236949684
221189280,506053626
221189280,178420302
737402324,729845236
113343940,786431761
506482920,461386928
588828383,236949684
588828383,506053626
588828383,178420302
485867936,786431761
718137053,640520411
621714179,786431761
650508014,236949684
650508014,506053626
650508014,119809731
650508014,178420302
577887061,353358909
898042848,104430631
745742553,669023414
745742553,178420302
372457715,441766026
305769587,786431761
846067697,786431761
811848389,640520411
631089527,786431761
475018570,786431761
274709835,786431761
405616098,104430631
934385625,669023414
934385625,178420302
393386163,934779560
856699079,729845236
723960145,640520411
242001363,669023414
242001363,178420302
623413449,461386928
898341670,282580702
913107034,640520411
655198446,729845236
766549014,461386928
496588916,461386928
822790675,669023414
822790675,178420302
397748152,669023414
397748152,178420302
553034408,669023414
553034408,178420302
695772621,461386928
559540891,367964536
559540891,263412634
559540891,221192556
780866928,367964536
780866928,263412634
780866928,221192556
429680247,211590917
179665441,648960871
195292223,132099255
829976839,648960871
468039454,211590917
803322918,211590917
168582270,648960871
105063268,760969884
787436735,111520945
992194402,131550264
526006101,760969884
828608766,235613392
828608766,734611348
886047084,648960871
380975443,760969884
598001940,760969884
437905191,648960871
387564567,235613392
387564567,734611348
479680555,235613392
479680555,734611348
692560814,972455046
692560814,789467219
892697201,702641611
542983589,746038746
278023676,972455046
121884258,135672398
460968021,104430631
441711468,567539823
690766963,567539823
486040313,525453860
151535519,389550600
301686481,972455046
724001040,648960871
529369529,660669070
848411929,351464854
848411929,746143595
284856542,660669070
174911197,192247286
174911197,629699641
896562194,351464854
896562194,746143595
379851141,192247286
379851141,629699641
136695974,192247286
136695974,629699641
910980928,192247286
910980928,629699641
412397796,351464854
412397796,746143595
503218834,353358909
167695804,353358909
962475128,104430631
126794793,353358909
218793117,353358909
814101706,104430631
635026188,353358909
116513065,353358909
116513065,178420302
951694129,503218834
181737942,482225200
181737942,295976386
181737942,248374037
299768751,286592124
299768751,802747980
299768751,615680906
555019890,353358909
742710886,676299940
742710886,574954852
742710886,259643910
625530863,286592124
625530863,802747980
625530863,615680906
785016438,333208328
785016438,850988661
785016438,958395496
785016438,487003566
785016438,230459284
785016438,589555871
785016438,760941098
785016438,399492201
785016438,291229603
785016438,994855651
785016438,106368621
785016438,295785213
785016438,907647407
785016438,827912537
785016438,790896268
785016438,883062033
785016438,193698473
785016438,742184633
785016438,881405646
785016438,394332730
785016438,578441679
785016438,722920826
785016438,856483344
785016438,609124212
785016438,315885811
785016438,179966266
785016438,477888494
785016438,406621050
785016438,960134562
785016438,602510992
785016438,761993321
785016438,680590144
785016438,995011901
785016438,746447615
853862770,676299940
853862770,574954852
853862770,259643910
501859375,353358909
874199876,705893573
874199876,787648987
874199876,693896863
874199876,897079279
874199876,593729902
874199876,723610783
874199876,780612099
874199876,243581220
874199876,608163515
874199876,146657449
874199876,181845623
874199876,238299421
874199876,257211345
874199876,992291267
874199876,612964002
874199876,751674930
874199876,358729759
874199876,520950687
874199876,489292258
874199876,786642491
874199876,933459343
874199876,963430874
874199876,335774873
874199876,879259647
874199876,854288752
874199876,709981397
874199876,905244901
874199876,249750059
874199876,859999856
874199876,173749698
934298480,636706443
934298480,771230670
849518448,178420302
119643471,232334767
119643471,635279662
119643471,432722256
119643471,986445321
253532712,211228524
435027713,178420302
667474224,296312382
280021666,351257378
280021666,834544960
196038514,353358909
517101990,104430631
209509101,353358909
363026564,104430631
755545718,104430631
331787113,353358909
705732561,104430631
866089092,353358909
566047367,104430631
950040334,353358909
956485028,686986259
828729648,353358909
827220437,548392715
827220437,300267574
461488577,353358909
791389099,353358909
326825649,104430631
480305327,959021713
480305327,528373182
995036844,101178950
995036844,255202365
506826178,270793412
271757434,104430631
646873644,104430631
983278853,104430631
681424869,353358909
639871686,948428087
639871686,814227464
639871686,344766609
639871686,183520161
639871686,481978049
639871686,902344770
639871686,959256218
639871686,262261831
639871686,794707854
639871686,714922667
639871686,575246057
639871686,809254094
639871686,931702107
639871686,471124138
639871686,510296437
639871686,233155848
639871686,677448625
639871686,500718853
639871686,533302603
639871686,500531505
639871686,951382049
639871686,895850605
639871686,635067390
639871686,201083438
639871686,831495016
639871686,736167436
639871686,819206475
639871686,955466797
639871686,160710632
639871686,871234413
837244890,227078307
837244890,713805786
837244890,441424832
837244890,959888441
837244890,123981879
837244890,303352825
837244890,623546496
837244890,951405762
837244890,436919389
837244890,279607212
837244890,325119560
837244890,656413979
837244890,284446097
837244890,258181066
837244890,707293927
837244890,247861923
837244890,675442806
837244890,435390912
837244890,646575069
837244890,768457546
837244890,360006866
837244890,570293881
837244890,394839071
837244890,787809831
837244890,597023793
837244890,812047427
837244890,216012641
837244890,691987855
837244890,409608997
837244890,212392048
837244890,870960085
837244890,581659944
837244890,386598060
837244890,457186566
837244890,156628245
837244890,535551893
837244890,798542346
805662986,104430631
598118050,353358909
646504105,104430631
782945615,148997103
782945615,299126445
782945615,448617425
782945615,481101742
782945615,450700271
782945615,788910861
782945615,360734594
782945615,535389252
782945615,610145443
782945615,604112428
782945615,407588445
782945615,184997877
782945615,794883510
782945615,872738595
782945615,249259453
782945615,195866199
782945615,402100137
782945615,912770257
782945615,169159988
782945615,142345918
782945615,617654521
782945615,278577307
782945615,502236449
782945615,529971621
782945615,611768724
782945615,166955192
782945615,803323592
782945615,401441319
782945615,499465239
782945615,262256978
782945615,579685918
782945615,527680552
782945615,595309766
782945615,858059214
782945615,139824195
810747471,104430631
147838122,104430631
934567929,148997103
934567929,299126445
934567929,448617425
934567929,481101742
934567929,450700271
934567929,788910861
934567929,360734594
934567929,535389252
934567929,610145443
934567929,604112428
934567929,407588445
934567929,184997877
934567929,794883510
934567929,872738595
934567929,249259453
934567929,195866199
934567929,402100137
934567929,912770257
934567929,169159988
934567929,142345918
934567929,617654521
934567929,278577307
934567929,502236449
934567929,529971621
934567929,611768724
934567929,166955192
934567929,803323592
934567929,401441319
934567929,499465239
934567929,262256978
934567929,579685918
934567929,527680552
934567929,595309766
934567929,858059214
934567929,139824195
699625233,104430631
821247024,197316935
953614051,734437214
148197146,696650324
793822265,132080040
559534463,219803804
718172863,103209024
915179629,534621077
173836415,266600170
173836415,496823485
331584571,303552867
883732523,234139565
472864016,104430631
654002184,353358909
937362785,104430631
956345366,353358909
757246707,104430631
728366619,104430631
771580890,657483796
951355211,834825425
951355211,940329442
951355211,769594361
951355211,117840593
860477844,104430631
453452655,353358909
210921343,104430631
526455436,353358909
880794013,104430631
156605577,104430631
253883960,231311385
459098666,231311385
220186468,231311385
789843387,531629870
789843387,472940358
560975149,589224449
560975149,706927479
560975149,665277300
560975149,246153539
560975149,813412950
560975149,397883980
560975149,574104518
622900774,353358909
105891443,353358909
427719697,353358909
858101893,353358909
426588510,389478821
638781731,104430631
418571751,266600170
418571751,496823485
276082785,353358909
663265240,972455046
878865966,104430631
731498909,353358909
424306855,104430631
277479354,353358909
217367618,353358909
688142378,104430631
101763809,353358909
693626233,270793412
747006172,353358909
297147359,807835037
719222792,807835037
299274441,648459216
299274441,658808644
831041022,353358909
861639549,104430631
592227431,612166858
592227431,255907182
592227431,611945488
592227431,643664527
592227431,537892528
764403541,597175457
919699172,104430631
121430614,353358909
150818546,353358909
285488731,353358909
990579614,353358909
912301837,618686157
387564837,104430631
631290535,104430631
200183516,104430631
421034284,353358909
810960823,104430631
777486216,353358909
126331570,231311385
149205077,939782495
149205077,518416174
149205077,283025574
149205077,754745617
149205077,990319383
149205077,723614811
149205077,807835037
479353866,353358909
706998638,104430631
530063091,353358909
901439277,353358909
750168061,353358909
704774349,104430631
240854115,104430631
248444252,353358909
862718552,353358909
932563284,353358909
380583570,353358909
664571574,104430631
192776753,104430631
418464677,353358909
760008937,104430631
563857306,353358909
367462243,353358909
407056417,536341288
582784267,353358909
108025529,353358909
289664241,536341288
289664241,805712793
987107433,878286618
987107433,510148951
555481393,271882746
555481393,210894509
537153788,104430631
132548932,353358909
693851465,353358909
512012656,104430631
359025642,104430631
726539692,104430631
636030086,104430631
164910211,353358909
296357383,104430631
691450854,353358909
863286658,353358909
532603425,353358909
335563082,104430631
256196714,353358909
378892977,333647143
224791140,537173119
946504570,770550588
946504570,535003378
107060069,535003378
338924834,278139969
650399623,730757606
649776532,353358909
848580651,589959753
848580651,623310018
506790433,104430631
601057066,353358909
206319592,782282163
206319592,732008197
992987417,288105839
992987417,626558982
170440011,104430631
847945207,104430631
596122041,353358909
603181162,104430631
659784914,104430631
295976386,104430631
248374037,353358909
589588769,871673221
958239616,104430631
367803647,875342283
613744428,104430631
114529380,475665841
114529380,746038746
592592455,353358909
439857718,104430631
372993567,353358909
580409149,353358909
867237640,104430631
766533183,353358909
842657297,632371391
759004335,209571450
431721131,275706407
733861762,484055234
323106499,104430631
769901710,104430631
727773491,104430631
976052812,484055234
850202336,310201523
850202336,807835037
816613060,178420302
824287808,317567178
368595692,802197176
972593606,858427002
614145455,582425113
384247618,330745988
384247618,351584248
801183888,104430631
120016082,353358909
386152189,104430631
996243083,353358909
391951010,628445697
391951010,306890578
391951010,746038746
771528780,660308254
486574018,104430631
939897560,104430631
498799217,353358909
224681201,104430631
619799524,353358909
454641975,104430631
256131117,104430631
532607252,104430631
100181644,353358909
441493408,353358909
205223932,353358909
181769837,353358909
876683805,104430631
465017353,104430631
674148137,104430631
801749224,104430631
850536692,353358909
563663099,565450397
949663397,481217808
949663397,647504893
295472931,104430631
912818075,481217808
912818075,647504893
717308596,353358909
658810736,104430631
466727144,353358909
652561589,949555271
589522790,258023209
589522790,755558825
589522790,201002865
654385712,503218834
806746224,464753847
806746224,638092100
980196073,996315715
980196073,647504893
115422925,648960871
607323377,628177728
607323377,805918496
491484323,248303092
986476579,628177728
986476579,805918496
249341444,104430631
644018981,628177728
644018981,805918496
352531133,239152340
352531133,582006876
868685663,353358909
760484278,353358909
345916806,104430631
901660173,248303092
422260069,428999623
422260069,206020811
422260069,264163865
411788467,996315715
411788467,647504893
141251197,248303092
849399881,645894551
849399881,671267928
689956879,239152340
689956879,582006876
725713485,628177728
725713485,805918496
255761998,996315715
255761998,647504893
167966775,645894551
167966775,671267928
612068433,996315715
612068433,647504893
214750556,996315715
214750556,647504893
621878019,628177728
621878019,805918496
775324618,645894551
775324618,671267928
305312165,428999623
305312165,206020811
305312165,264163865
272119228,638092100
965290070,525779785
781115321,525779785
513065503,284343405
576621769,514068832
186488870,977681388
922388461,977681388
955609858,514068832
940733450,353358909
940733450,178420302
631303960,520089841
876846761,104430631
756521698,198347104
756521698,632512449
728393970,104430631
959572576,353358909
674976924,104430631
680730257,490796638
712653855,104430631
817381897,104430631
763164658,151488193
639684251,804785430
798549704,317567178
481182460,104430631
534351312,950591599
751046675,299561721
240089798,998679771
240089798,638092100
536216847,998679771
536216847,638092100
622394149,998679771
622394149,638092100
442002787,402752509
480155628,127455035
640944113,402752509
866159532,402752509
564438246,419415087
618062863,104430631
741643840,104430631
101710639,804785430
344631681,802197176
394049992,428999623
495592561,248303092
705282587,971933131
133396976,127455035
628770824,998679771
628770824,638092100
558707243,971933131
995220236,428999623
551301510,971933131
981755099,151488193
787047261,484055234
585702271,353358909
445712879,998679771
445712879,638092100
620425840,998679771
620425840,638092100
798627028,127455035
921623945,127455035
370253256,428999623
470096941,118191655
544356746,998679771
544356746,638092100
311569789,104430631
337810964,647504893
334292580,838981994
976863738,667010122
392301875,797736697
392301875,480609810
392301875,485011582
576358766,667010122
767711152,797736697
767711152,480609810
767711152,485011582
888898065,162693263
359443374,759356722
106272739,759356722
760521319,353358909
319397722,151488193
503058092,804785430
492742957,998679771
492742957,638092100
377064836,746038746
781288845,585672584
781288845,807835037
258291510,248303092
643099118,428999623
386950237,127455035
480217113,127455035
755923078,585672584
755923078,807835037
233510215,437269318
859228803,802197176
177252178,104430631
359066098,746038746
822964046,428999623
989594002,428999623
596004621,428999623
586306068,428999623
101170268,805449318
101170268,132232896
742544044,716761013
921663542,317567178
409356583,437269318
355689185,151488193
532755074,802197176
536166591,104430631
937550939,104430631
265469878,585672584
265469878,807835037
997708616,437269318
448968121,104430631
889023234,104430631
481662464,412554346
481662464,475454159
411088265,595249233
178665310,198347104
242987943,473673527
228752045,207952166
228752045,471294296
254739443,648960871
254739443,690077051
164707243,522395860
164707243,687445652
164707243,333682419
771426895,522395860
771426895,687445652
771426895,333682419
818310825,265550580
843593800,522395860
843593800,687445652
843593800,333682419
175385712,522395860
175385712,687445652
175385712,333682419
772143730,858624942
602102163,522395860
602102163,687445652
602102163,333682419
146319128,132099255
910501158,648960871
345457702,907579123
467751479,648960871
466473224,756470750
857219333,777809207
384562783,248624772
384562783,469115418
869829679,834672471
869829679,960288496
290969423,353358909
862052821,104430631
294308065,580377720
647612167,104430631
532944666,353358909
678602069,104430631
958419506,901693169
958419506,519767819
958419506,388690303
396924473,901693169
396924473,519767819
396924473,388690303
725408440,317718701
725408440,151001809
539909957,807835037
146384116,463122075
146384116,404651070
505863509,178420302
651233069,317718701
651233069,151001809
250486386,254061941
913746491,123108471
533281093,901693169
533281093,519767819
533281093,388690303
352237976,807835037
292827049,178420302
934184033,254061941
313246521,178420302
441498892,317718701
441498892,151001809
508187475,354856090
508187475,311981718
937608354,463122075
937608354,404651070
933017499,807835037
386487941,807835037
443279888,901693169
443279888,519767819
443279888,388690303
494698740,254061941
318621931,724624086
318621931,142631891
697751634,724624086
697751634,142631891
740535024,123108471
211515619,807835037
154170916,901693169
154170916,519767819
154170916,388690303
940253045,901693169
940253045,519767819
940253045,388690303
277745320,495970180
825109070,807835037
592289305,354856090
592289305,311981718
535386940,317718701
535386940,151001809
943398317,123108471
342677547,104430631
348817644,353358909
690973619,969318635
690973619,956935470
